vue_serie_6_mois,temps,periode,moment,attente,Binge_watching,refaire_binge_watching,pratiquer_binge_watching,type_serie,choix_serie,Recommandations_d'un_ami,Avis_d’autres_utilisateurs_sur_des_sites_web,Buzz,Acteurs,Pub,Realisateur/Production,Recommandations_plateformes,plateforme_serie,compagnie_serie,duree_ideal_serie,serie_avant,avis_netflix,prix_plateforme,age,sexe,categorie,nationalite,choix_fun,origine_serie,choix_ile,langue_serie
Oui,Entre 6h et 10h,"En semaine,Le weekend","La journee,En soiree,La nuit",Ne regarder que les series completement terminees,Oui,Oui,,"Action - Aventure,Anime - Manga,Comedie,Policier,Romantique,SF - Fantastique","Friends,House of Cards,Le Bureau des Legendes,Downtown Abbey,Dragon Ball",1,-2,0,0,1,0,1,"Des plateformes de visionnage payantes,chaines gratuites,chaines payantes","Seul,En couple,Entre amis,En famille",Entre 30min et 40min,,Proposent une large gamme de films et des series en illimite et sans publicite,Entre de 5E et 10E,22,femme,3A,Francais,L'ours,"Americaine,British",Edouard,"VO,VOSTFR,VF"
Oui,Entre 1h et 3h,"En semaine,Le weekend",En soiree,Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Policier,SF - Fantastique","Game of Thrones,Le Bureau des Legendes,Vikings,Stranger Things,Prison Break",2,1,-2,-2,-2,1,0,"En telechargement ou streaming illegal,chaines payantes",Seul,Entre 40min et 1h,,Proposent une large gamme de films et des series en illimite et sans publicite,Moins de 5E,20,homme,2A,Francais,L'ours,"Americaine,Francaise",Antoine,"VOSTFR,VF"
Oui,Entre 3h et 6h,"En semaine,Le weekend",En soiree,Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Comedie,Policier,SF - Fantastique","Game of Thrones,Grey's Anatomy,Le Bureau des Legendes,Prison Break,Lost",1,-1,2,1,2,2,1,"En telechargement ou streaming illegal,chaines gratuites,chaines payantes","Seul,En couple,En famille",Entre 40min et 1h,,Je ne connais pas,Entre de 5E et 10E,47,femme,Personnel de l'ecole,Francais,Le requin,"Americaine,British,Francaise",Anis,VF
Non,,,,,,,,Action - Aventure,"The Sopranos,Prison Break,Twin Peaks,Lost,Serie de Fourier",-2,-2,-2,-2,-2,-2,-2,"Des plateformes de visionnage payantes",Entre amis,Entre 1h et 1h30,Oui,Je ne connais pas,Je ne souhaite pas payer pour ce genre de service,22,homme,3A,Marocain,L'ours,"Turque,Arabe",,VF
Oui,Entre 6h et 10h,En semaine,La nuit,Ne regarder que les series completement terminees,Non,,Oui,Policier,"Game of Thrones,House of Cards,Un Dos Tres,Dragon Ball,Serie de Fourier",0,-1,0,1,0,-1,0,"Des plateformes de visionnage payantes",Seul,Entre 40min et 1h,,Proposent une large gamme de films et des series en illimite et sans publicite,Entre 10E et 20E,26,homme,Master,Marocain,Le requin,Americaine,Amelie,VOSTFR
Oui,Entre 3h et 6h,En semaine,La nuit,Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,SF - Fantastique,Sitcom","Game of Thrones,Friends,House of Cards,The Wire,Serie de Fourier",2,1,1,2,1,2,1,"En telechargement ou streaming illegal,chaines payantes","Seul,En couple,Entre amis",Entre 40min et 1h,,Proposent une large gamme de films et des series en illimite et sans publicite,Entre de 5E et 10E,23,homme,3A,Tunisien,Le requin,"Americaine,British",Ahmed,VO
Oui,Entre 1h et 3h,En semaine,En soiree,Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Anime - Manga,Comedie,Dessins animes,SF - Fantastique,Sitcom","Game of Thrones,Les Simpsons,Vikings,Dragon Ball,Lost",1,1,-1,0,-1,-1,-1,"En telechargement ou streaming illegal,chaines gratuites",Seul,Entre 40min et 1h,,"Pas adaptees a mes besoins,Je prefere acceder au contenu illegalement et gratuitement",Moins de 5E,22,homme,3A,Francais,L'ours,"Americaine,Japonais",Anis,"VO,VOSTEN"
Oui,Entre 6h et 10h,"En semaine,Le weekend","En soiree,La nuit",Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Comedie,Dramatique,SF - Fantastique","Game of Thrones,Les Simpsons,House of Cards,Rich and Morty,Serie de Fourier",1,2,2,0,0,1,1,"Des plateformes de visionnage payantes",Seul,Entre 20min et 30min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre 10E et 20E,23,homme,3A,Francais,L'ours,"Americaine,British",,VO
Oui,Entre 3h et 6h,"En semaine,Le weekend",En soiree,Ne regarder que les series completement terminees,Oui,Oui,,"Action - Aventure,Dramatique,SF - Fantastique,Sitcom","Game of Thrones,Friends,Les Simpsons,House of Cards,Le Bureau des Legendes",1,1,0,1,-1,-2,-2,"En telechargement ou streaming illegal","Seul,En couple",Entre 40min et 1h,,"Le prix est trop eleve,Pas adaptees a mes besoins",Moins de 5E,24,homme,Ancien eleve,Francais,Le requin,"Americaine,British",Ferdinand,"VO,VOSTFR"
Oui,Entre 1h et 3h,"En semaine,Le weekend","En soiree,La nuit",Regarder une serie en cours de diffusion,Non,,Non,"Action - Aventure,Anime - Manga,Comedie,Policier,SF - Fantastique","Game of Thrones,Les Simpsons,Vikings,Dragon Ball,Prison Break",1,0,0,0,0,0,0,"En telechargement ou streaming illegal",Seul,Entre 40min et 1h,,Je prefere acceder au contenu illegalement et gratuitement,Je ne souhaite pas payer pour ce genre de service,23,homme,2A,Francais,L'ours,"Americaine,British",Amelie,"VO,VOSTEN"
Oui,Entre 6h et 10h,"En semaine,Le weekend",En soiree,Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Anime - Manga,Comedie,SF - Fantastique","Game of Thrones,Friends,Vikings,Prison Break,Serie de Fourier",1,1,0,0,0,0,0,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,En couple",Entre 40min et 1h,,"Pas adaptees a mes besoins,Je prefere acceder au contenu illegalement et gratuitement",Plus de 20E,21,homme,1A,Francais,Le requin,Americaine,Amelie,VF
Oui,Moins d'1h,En semaine,En soiree,Ne regarder que les series completement terminees,Oui,Oui,,"Horreur - Epouvante,Policier,SF - Fantastique","Game of Thrones,Les Simpsons,House of Cards,Twin Peaks,Serie de Fourier",2,-2,-2,1,0,0,0,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal,chaines gratuites,Sur support physique","Seul,En couple,En famille",Entre 30min et 40min,,Proposent une large gamme de films et des series en illimite et sans publicite,Entre de 5E et 10E,22,femme,3A,Francais,Le requin,"Americaine,British",Ahmed,"VOSTFR,VF"
Oui,Entre 6h et 10h,"En semaine,Le weekend",En soiree,Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Comedie,SF - Fantastique,Sitcom","Game of Thrones,Friends,House of Cards,Rich and Morty,Stranger Things",1,-1,-1,0,-2,1,0,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,Entre amis",Entre 40min et 1h,,"Pas adaptees a mes besoins,Je prefere acceder au contenu illegalement et gratuitement",Entre de 5E et 10E,21,homme,2A,Francais,Le requin,"Americaine,British",Ferdinand,"VOSTFR,VOSTEN"
Oui,Entre 3h et 6h,"En semaine,Le weekend",En soiree,Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Anime - Manga,Comedie,Dramatique,Horreur - Epouvante,Policier,Romantique,SF - Fantastique","Game of Thrones,Friends,Le Bureau des Legendes,Vikings,Stranger Things",1,2,1,1,0,1,1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal,chaines gratuites,chaines payantes","Seul,En couple,Entre amis,En famille",Entre 40min et 1h,,Proposent une large gamme de films et des series en illimite et sans publicite,Entre de 5E et 10E,20,homme,1A,Francais,Le requin,"Americaine,British,Francaise",Antoine,"VO,VOSTFR,VF"
Oui,Entre 6h et 10h,"En semaine,Le weekend","La journee,La nuit",Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Oui,,"Action - Aventure,Anime - Manga,Comedie,Dramatique,Policier","Game of Thrones,Les Simpsons,House of Cards,Vikings,Prison Break",-2,0,-2,-2,-2,-2,-2,"En telechargement ou streaming illegal",Seul,Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Le prix est trop eleve,Je prefere acceder au contenu illegalement et gratuitement",Entre de 5E et 10E,22,homme,2A,Francais,Le requin,"Latino,Americaine,British,Japonais",Amelie,"VO,VOSTEN"
Oui,Entre 1h et 3h,En semaine,La journee,Je n'ai pas de preference,Non,,Oui,"Comedie,Sitcom","House of Cards,Plus belle la vie,Vikings,Downtown Abbey,Serie de Fourier",2,-1,-2,-2,-2,-2,-2,"En telechargement ou streaming illegal",Seul,Entre 20min et 30min,,Proposent une large gamme de films et des series en illimite et sans publicite,Entre de 5E et 10E,21,homme,2A,Francais,L'ours,"Americaine,Allemande",Anis,"VO,VOSTFR,VOSTEN,VF"
Oui,Plus de 10h #jen'aipasdevie,"En semaine,Le weekend","La journee,En soiree,La nuit",Je n'ai pas de preference,Oui,Oui,,"Anime - Manga,Comedie,Dramatique,Dessins animes,SF - Fantastique,Sitcom","Game of Thrones,Les Simpsons,The Wire,Rich and Morty,Stranger Things",2,0,-1,-1,-2,-1,-2,"En telechargement ou streaming illegal",Seul,Entre 20min et 30min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Je prefere acceder au contenu illegalement et gratuitement",Entre 10E et 20E,18,homme,1A,Francais,L'ours,"Americaine,British,Francaise,Japonais,Canadienne,Australienne",Amelie,"VO,VOSTEN"
Oui,Entre 3h et 6h,"En semaine,Le weekend","En soiree,La nuit",Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Horreur - Epouvante,Policier,SF - Fantastique","Game of Thrones,Les Simpsons,House of Cards,Vikings,Stranger Things",2,1,2,1,1,1,1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,Entre amis",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre 10E et 20E,21,homme,3A,Francais,Le requin,"Americaine,British,Francaise",Ferdinand,"VOSTFR,VOSTEN"
Non,,,,,,,,"Comedie,Dramatique,SF - Fantastique","Game of Thrones,Friends,Les Simpsons,Vikings,Rich and Morty",1,-2,0,-2,-2,-1,-2,"En telechargement ou streaming illegal,Sur support physique","Seul,Entre amis",Entre 30min et 40min,Oui,Je ne connais pas,Moins de 5E,23,homme,3A,Francais,Le requin,"Americaine,Francaise",Anis,"VO,VF"
Oui,Entre 1h et 3h,Le weekend,La nuit,Je n'ai pas de preference,Oui,Oui,,Comedie,"Friends,Les Simpsons,Rich and Morty,Prison Break,Serie de Fourier",2,-2,-2,2,1,1,1,"En telechargement ou streaming illegal",Seul,Entre 20min et 30min,,Pas adaptees a mes besoins,Je ne souhaite pas payer pour ce genre de service,23,femme,en cesure,Tunisien,L'ours,Americaine,Ferdinand,VO
Oui,Entre 3h et 6h,"En semaine,Le weekend",En soiree,Regarder une serie en cours de diffusion,Oui,Oui,,"Dramatique,Policier,SF - Fantastique","Game of Thrones,Les Simpsons,House of Cards,Stranger Things,Prison Break",1,0,2,-1,1,1,0,"En telechargement ou streaming illegal,chaines gratuites",Seul,Entre 40min et 1h,,Pas adaptees a mes besoins,Entre 10E et 20E,20,homme,1A,Francais,L'ours,Americaine,Amelie,"VOSTFR,VF"
Oui,Moins d'1h,"En semaine,Le weekend",En soiree,Attendre la sortie de la saison entiere avant de commencer le visionnage,Non,,Non,"Action - Aventure,Dramatique,Policier","Les Simpsons,House of Cards,Le Bureau des Legendes,The Wire,Lost",2,1,1,2,-2,-2,-2,"En telechargement ou streaming illegal",En couple,Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Pas adaptees a mes besoins",Je ne souhaite pas payer pour ce genre de service,46,femme,Enseignant/Chercheur,Francais,Le requin,Americaine,,VOSTFR
Oui,Entre 1h et 3h,En semaine,En soiree,Regarder une serie en cours de diffusion,Non,,Non,"Action - Aventure,Comedie,Policier","Grey's Anatomy,House of Cards,Vikings,Downtown Abbey,Twin Peaks",1,-1,-1,-1,-1,-1,-1,"chaines gratuites,chaines payantes",Seul,Entre 40min et 1h,,Je ne connais pas,Entre de 5E et 10E,56,femme,Personnel de l'ecole,Francais,L'ours,"British,Francaise",,"VOSTFR,VF"
Oui,Plus de 10h #jen'aipasdevie,"En semaine,Le weekend",En soiree,Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Oui,,"Action - Aventure,Comedie,Horreur - Epouvante,Policier,Romantique,Sitcom","Game of Thrones,Friends,Le Bureau des Legendes,Downtown Abbey,Serie de Fourier",1,1,-2,-2,-2,-2,-2,"En telechargement ou streaming illegal","Seul,En couple",Entre 40min et 1h,,Je prefere acceder au contenu illegalement et gratuitement,Entre de 5E et 10E,25,homme,Ancien eleve,Francais,Le requin,"Americaine,British,Francaise",Amelie,"VO,VOSTFR"
Oui,Entre 1h et 3h,"En semaine,Le weekend",En soiree,Je n'ai pas de preference,Oui,Oui,,"Policier,SF - Fantastique","Game of Thrones,Le Bureau des Legendes,Vikings,The Wire,Twin Peaks",1,0,0,0,0,0,0,"En telechargement ou streaming illegal","Seul,Entre amis",Entre 40min et 1h,,Je ne connais pas,Entre de 5E et 10E,23,homme,3A,Francais,L'ours,"Americaine,British,Francaise",Ferdinand,"VO,VOSTEN"
Oui,Plus de 10h #jen'aipasdevie,"En semaine,Le weekend",En soiree,Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Dramatique","Game of Thrones,Les Simpsons,House of Cards,Stranger Things,Lost",1,1,2,1,1,2,1,"En telechargement ou streaming illegal",Seul,Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Je prefere acceder au contenu illegalement et gratuitement",Entre de 5E et 10E,20,homme,1A,Francais,L'ours,Americaine,Antoine,"VOSTFR,VF"
Oui,Entre 3h et 6h,En semaine,En soiree,Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Dramatique,Romantique","Friends,Grey's Anatomy,Un Dos Tres,Dragon Ball,Serie de Fourier",2,0,1,2,1,0,-1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal",Seul,Entre 40min et 1h,,Je ne connais pas,Je ne souhaite pas payer pour ce genre de service,22,femme,2A,Tunisien,Le requin,"Americaine,Turque,Arabe",Anis,VO
Oui,Entre 6h et 10h,"En semaine,Le weekend","La journee,En soiree,La nuit",Regarder une serie en cours de diffusion,Oui,Oui,,"Dramatique,Policier,SF - Fantastique","Game of Thrones,Grey's Anatomy,Downtown Abbey,Stranger Things,Prison Break",0,2,2,-2,-2,-2,-2,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal,chaines gratuites","Seul,Entre amis",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Je prefere acceder au contenu illegalement et gratuitement",Entre de 5E et 10E,21,homme,3A,Marocain,Le requin,"Americaine,British",Ferdinand,"VO,VOSTFR,VOSTEN"
Oui,Entre 6h et 10h,"En semaine,Le weekend",En soiree,Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Anime - Manga,SF - Fantastique,Sitcom","Game of Thrones,Friends,Grey's Anatomy,Prison Break,Lost",0,0,-2,-2,2,1,1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal",Seul,Entre 40min et 1h,,Proposent une large gamme de films et des series en illimite et sans publicite,Entre 10E et 20E,25,homme,Ancien eleve,Tunisien,Le requin,"Americaine,Arabe",Ahmed,"VO,VOSTEN"
Oui,Entre 3h et 6h,"En semaine,Le weekend",En soiree,Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Oui,,"Action - Aventure,Anime - Manga,Comedie,Dramatique,Dessins animes,Policier,Romantique,SF - Fantastique,Sitcom","Game of Thrones,Les Simpsons,Vikings,Rich and Morty,Dragon Ball",2,-1,1,0,-1,0,1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal,chaines gratuites,chaines payantes","Seul,En couple",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins,Je prefere acceder au contenu illegalement et gratuitement",Entre de 5E et 10E,25,homme,Ancien eleve,Francais,L'ours,"Americaine,British,Francaise,Japonais",Amelie,VO
Oui,Entre 1h et 3h,"En semaine,Le weekend","En soiree,La nuit",Attendre la sortie de la saison entiere avant de commencer le visionnage,Non,,Oui,"Action - Aventure,Anime - Manga,Dessins animes,Horreur - Epouvante,SF - Fantastique","Hana Yori Dango,Stranger Things,Dragon Ball,Lost,Serie de Fourier",2,-1,0,0,0,0,-1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,En couple,Entre amis,En famille",Entre 20min et 30min,,Proposent une large gamme de films et des series en illimite et sans publicite,Moins de 5E,22,femme,1A,Francais,L'ours,"Americaine,Francaise,Coreen,Japonais",Anis,"VO,VOSTFR,VF"
Non,,,,,,,,"Action - Aventure,Comedie","House of Cards,Vikings,Prison Break,Twin Peaks,Serie de Fourier",1,-1,-1,-2,-2,-2,-2,"En telechargement ou streaming illegal","Seul,En couple,En famille",Entre 20min et 30min,Oui,Je prefere acceder au contenu illegalement et gratuitement,Je ne souhaite pas payer pour ce genre de service,26,homme,Doctorant,Francais,Le requin,"Americaine,British",Amelie,"VO,VOSTFR"
Oui,Entre 6h et 10h,"En semaine,Le weekend","La journee,En soiree,La nuit",Je n'ai pas de preference,Oui,Oui,,"Anime - Manga,Policier,Romantique,Sitcom","Game of Thrones,Friends,Grey's Anatomy,Un Dos Tres,Prison Break",1,1,-2,1,1,-2,0,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,En couple",Entre 20min et 30min,,"Le prix est trop eleve,Je prefere acceder au contenu illegalement et gratuitement",Je ne souhaite pas payer pour ce genre de service,23,femme,3A,Tunisien,L'ours,"Americaine,British,Turque,Arabe,Coreen,Japonais",,"VO,VOSTFR"
Oui,Entre 3h et 6h,"En semaine,Le weekend",La nuit,Regarder une serie en cours de diffusion,Oui,Oui,,SF - Fantastique,"Game of Thrones,Les Simpsons,Vikings,Prison Break,Lost",2,0,1,-2,-2,-2,-2,"En telechargement ou streaming illegal",Seul,Entre 40min et 1h,,Je prefere acceder au contenu illegalement et gratuitement,Je ne souhaite pas payer pour ce genre de service,21,homme,3A,Francais,L'ours,Americaine,Ferdinand,VOSTFR
Oui,Entre 6h et 10h,"En semaine,Le weekend","En soiree,La nuit",Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Oui,,"Action - Aventure,Policier,SF - Fantastique","Game of Thrones,Friends,House of Cards,Vikings,Rich and Morty",2,-1,1,0,1,-2,0,"En telechargement ou streaming illegal,chaines gratuites,chaines payantes","Seul,En couple,Entre amis,En famille",Entre 20min et 30min,,Je prefere acceder au contenu illegalement et gratuitement,Je ne souhaite pas payer pour ce genre de service,22,femme,3A,Francais,L'ours,"Americaine,British,Francaise",,"VO,VOSTFR,VOSTEN,VF"
Oui,Moins d'1h,"En semaine,Le weekend",La nuit,Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Anime - Manga,Dessins animes,Policier","Game of Thrones,Friends,Rich and Morty,Dragon Ball,Serie de Fourier",2,-2,1,0,-2,-2,-2,"En telechargement ou streaming illegal",Seul,Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Je prefere acceder au contenu illegalement et gratuitement",Entre de 5E et 10E,20,homme,1A,Francais,L'ours,Americaine,Amelie,VOSTFR
Oui,Entre 1h et 3h,Le weekend,"En soiree,La nuit",Je n'ai pas de preference,Oui,Oui,,"Dramatique,Dessins animes","Game of Thrones,Friends,Les Simpsons,House of Cards,Rich and Morty",1,0,0,0,1,-1,-1,"En telechargement ou streaming illegal","Seul,Entre amis",Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Je prefere acceder au contenu illegalement et gratuitement",Entre de 5E et 10E,22,homme,2A,Francais,L'ours,Americaine,Amelie,VO
Oui,Entre 1h et 3h,"En semaine,Le weekend",En soiree,Je n'ai pas de preference,Oui,Oui,,"Anime - Manga,SF - Fantastique,Sitcom","Game of Thrones,Les Simpsons,Le Bureau des Legendes,Dragon Ball,Serie de Fourier",2,1,0,-2,-2,1,1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,En couple",Entre 40min et 1h,,Proposent une large gamme de films et des series en illimite et sans publicite,Entre de 5E et 10E,24,homme,Ancien eleve,Francais,Le requin,"Americaine,Francaise,Japonais",Ferdinand,"VO,VOSTFR,VOSTEN"
Oui,Entre 6h et 10h,"En semaine,Le weekend","La journee,En soiree,La nuit",Je n'ai pas de preference,Non,,Non,"Action - Aventure,Comedie","Game of Thrones,Friends,Les Simpsons,Vikings,Lost",2,1,1,1,1,1,0,"Des plateformes de visionnage payantes","Seul,Entre amis",Entre 40min et 1h,,Je ne connais pas,Moins de 5E,23,homme,Master,Marocain,Le requin,Americaine,Amelie,VOSTEN
Oui,Plus de 10h #jen'aipasdevie,En semaine,En soiree,Je n'ai pas de preference,Oui,Oui,,"Anime - Manga,Dramatique","Game of Thrones,Friends,House of Cards,Vikings,Rich and Morty",1,1,0,2,-1,0,0,"En telechargement ou streaming illegal",Seul,Entre 30min et 40min,,Je prefere acceder au contenu illegalement et gratuitement,Moins de 5E,25,homme,Master,Marocain,L'ours,"Americaine,Japonais",Amelie,"VO,VOSTEN"
Oui,Entre 1h et 3h,"En semaine,Le weekend","En soiree,La nuit",Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Oui,,"Action - Aventure,Comedie,Dramatique","Game of Thrones,Friends,House of Cards,Vikings,Serie de Fourier",1,1,1,0,0,0,0,"En telechargement ou streaming illegal,chaines gratuites",Seul,Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Le prix est trop eleve",Moins de 5E,24,homme,3A,Tunisien,L'ours,Americaine,Ahmed,"VO,VOSTEN"
Oui,Entre 1h et 3h,"En semaine,Le weekend",En soiree,Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Anime - Manga,Policier,SF - Fantastique","Friends,Vikings,Rich and Morty,Dragon Ball,Serie de Fourier",2,-1,1,1,-2,0,1,"En telechargement ou streaming illegal,chaines gratuites","Seul,En couple,Entre amis,En famille",Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Je prefere acceder au contenu illegalement et gratuitement",Entre de 5E et 10E,21,homme,3A,Francais,L'ours,"Americaine,British,Francaise,Japonais",Anis,"VO,VOSTEN"
Oui,Entre 1h et 3h,"En semaine,Le weekend",En soiree,Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Oui,,"Action - Aventure,Anime - Manga,SF - Fantastique","Game of Thrones,Friends,Vikings,Rich and Morty,Dragon Ball",2,0,2,2,0,-1,-2,"En telechargement ou streaming illegal","En couple,Entre amis",Entre 20min et 30min,,Le prix est trop eleve,Entre de 5E et 10E,22,femme,3A,Francais,Le requin,"Americaine,British,Francaise,Chinois,Japonais",,VOSTFR
Oui,Entre 1h et 3h,"En semaine,Le weekend","En soiree,La nuit",Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Anime - Manga,Comedie,Romantique","Game of Thrones,Friends,Vikings,Downtown Abbey,Stranger Things",1,0,1,1,-1,-1,0,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,En couple,En famille",Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,21,femme,2A,Francais,L'ours,"Latino,Americaine,British,Francaise,Japonais",Amelie,VOSTFR
Oui,Moins d'1h,"En semaine,Le weekend",En soiree,Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Oui,,"Comedie,SF - Fantastique","Game of Thrones,Les Simpsons,House of Cards,Vikings,Stranger Things",2,0,1,-1,-1,-1,0,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,En couple,Entre amis",Entre 20min et 30min,,Proposent une large gamme de films et des series en illimite et sans publicite,Entre de 5E et 10E,22,homme,3A,Francais,Le requin,Americaine,Anis,"VO,VOSTEN"
Oui,Entre 6h et 10h,"En semaine,Le weekend","La journee,En soiree,La nuit",Regarder une serie en cours de diffusion,Non,,Non,"Comedie,Dramatique,SF - Fantastique,Sitcom","Friends,Les Simpsons,House of Cards,The Sopranos,Lost",0,-1,-2,1,-2,1,-1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal",Seul,Entre 40min et 1h,,Adaptees a mes besoins,Entre de 5E et 10E,22,femme,3A,Marocain,Le requin,"Americaine,British",Ferdinand,VO
Oui,Entre 1h et 3h,"En semaine,Le weekend",La nuit,Je n'ai pas de preference,Non,,Oui,"Action - Aventure,Comedie,Policier","Friends,My Love from another Star,Les Simpsons,Un Dos Tres,Prison Break",2,1,1,1,1,1,2,"En telechargement ou streaming illegal,chaines gratuites",Seul,Entre 30min et 40min,,Je ne connais pas,Je ne souhaite pas payer pour ce genre de service,23,femme,Master,Marocain,L'ours,"Americaine,Coreen",,"VO,VOSTEN"
Oui,Entre 1h et 3h,"En semaine,Le weekend",En soiree,Attendre la sortie de la saison entiere avant de commencer le visionnage,Non,,Oui,"Comedie,Dessins animes,Policier","Game of Thrones,Friends,Les Simpsons,House of Cards,Serie de Fourier",2,2,2,1,0,-1,-1,"En telechargement ou streaming illegal,chaines gratuites",Seul,Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre 10E et 20E,19,homme,1A,Francais,L'ours,"Americaine,Francaise",Amelie,"VOSTFR,VF"
Oui,Entre 1h et 3h,Le weekend,"La journee,En soiree",Je n'ai pas de preference,Non,,Non,"Action - Aventure,Comedie,Policier,SF - Fantastique","Game of Thrones,Les Simpsons,The Sopranos,Twin Peaks,Serie de Fourier",2,0,0,-2,-2,1,0,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal",En couple,Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,52,femme,Enseignant/Chercheur,Francais,Le requin,"Americaine,British,Francaise",Edouard,"VOSTFR,VOSTEN"
Oui,Entre 3h et 6h,"En semaine,Le weekend",La nuit,Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Anime - Manga,Policier,SF - Fantastique","Game of Thrones,Friends,House of Cards,Rich and Morty,Serie de Fourier",2,0,0,-2,-2,-2,-2,"En telechargement ou streaming illegal","Seul,En couple,Entre amis",Entre 40min et 1h,,Adaptees a mes besoins,Entre de 5E et 10E,21,homme,1A,Francais,L'ours,"Americaine,Japonais",Amelie,"VO,VOSTFR,VOSTEN"
Oui,Entre 3h et 6h,En semaine,En soiree,Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Non,,"Dramatique,Policier,Sitcom","Friends,House of Cards,Le Bureau des Legendes,The Wire,Serie de Fourier",1,2,-1,0,0,0,0,"En telechargement ou streaming illegal,chaines payantes","Seul,Entre amis",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Le prix est trop eleve",Entre de 5E et 10E,20,homme,1A,Francais,L'ours,"Americaine,British,Francaise",Antoine,VOSTFR
Oui,Entre 1h et 3h,"En semaine,Le weekend","La journee,La nuit",Je n'ai pas de preference,Oui,Non,,"Action - Aventure,Anime - Manga,Comedie,Horreur - Epouvante,SF - Fantastique","Game of Thrones,Vikings,Dragon Ball,Prison Break,Lost",2,0,1,1,1,0,0,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,En famille",Entre 20min et 30min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Le prix est trop eleve",Entre 10E et 20E,20,homme,2A,Ivoirien,L'ours,"Americaine,British,Japonais",,"VOSTFR,VOSTEN,VF"
