vue_serie_6_mois,temps,periode,moment,attente,Binge_watching,refaire_binge_watching,pratiquer_binge_watching,type_serie,choix_serie,Recommandations_d'un_ami,Avis_d’autres_utilisateurs_sur_des_sites_web,Buzz,Acteurs,Pub,Realisateur/Production,Recommandations_plateformes,plateforme_serie,compagnie_serie,duree_ideal_serie,serie_avant,avis_netflix,prix_plateforme,age,sexe,categorie,nationalite,choix_fun,origine_serie,choix_ile,langue_serie
Oui,Entre 1h et 3h,Le weekend,En soiree,Regarder une serie en cours de diffusion,Oui,Non,,"Anime - Manga,Dramatique,Romantique,SF - Fantastique","House of Cards,Vikings,Downtown Abbey,Stranger Things,Lost",2,-1,0,2,0,-1,-1,"En telechargement ou streaming illegal,chaines gratuites","Seul,Entre amis,En famille",Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Le prix est trop eleve",Moins de 5E,21,femme,2A,Francais,L'ours,"Latino,Americaine,British,Francaise,Japonais",,"VO,VOSTEN"
Oui,Plus de 10h #jen'aipasdevie,"En semaine,Le weekend","La journee,En soiree,La nuit",Je n'ai pas de preference,Oui,Oui,,"Anime - Manga,Comedie,Dramatique,Dessins animes,SF - Fantastique,Sitcom","Game of Thrones,House of Cards,Rich and Morty,Stranger Things,Dragon Ball",0,-2,-1,-2,-2,0,0,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,Entre amis",Entre 20min et 30min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,23,homme,Ancien eleve,Francais,L'ours,"Americaine,British,Coreen,Japonais",Amelie,"VO,VOSTFR"
Oui,Entre 1h et 3h,"En semaine,Le weekend","En soiree,La nuit",Ne regarder que les series completement terminees,Non,,Non,"Anime - Manga,Dramatique","Les Simpsons,Le Bureau des Legendes,Rich and Morty,Dragon Ball,Serie de Fourier",0,0,-1,1,-1,0,0,"En telechargement ou streaming illegal,chaines gratuites","Seul,En famille",Entre 30min et 40min,,Adaptees a mes besoins,Moins de 5E,24,femme,3A,Tunisien,Le requin,"Americaine,Arabe,Japonais",Edouard,VOSTEN
Oui,Entre 6h et 10h,"En semaine,Le weekend","La journee,En soiree,La nuit",Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Oui,,"Anime - Manga,Horreur - Epouvante,SF - Fantastique","Game of Thrones,House of Cards,Vikings,Stranger Things,Dragon Ball",2,1,1,0,-1,0,0,"En telechargement ou streaming illegal","Seul,Entre amis",Entre 40min et 1h,,"Le prix est trop eleve,Je prefere acceder au contenu illegalement et gratuitement",Je ne souhaite pas payer pour ce genre de service,23,homme,2A,Francais,L'ours,"Americaine,British,Francaise,Japonais",,"VO,VOSTEN"
Oui,Entre 1h et 3h,"En semaine,Le weekend",En soiree,Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Comedie,SF - Fantastique","Game of Thrones,Le Bureau des Legendes,The Wire,Rich and Morty,Dragon Ball",2,1,0,0,0,0,1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,En couple,Entre amis",Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,23,homme,Ancien eleve,Francais,L'ours,"Americaine,British,Francaise,Coreen,Japonais",Amelie,"VO,VOSTFR"
Oui,Entre 3h et 6h,"En semaine,Le weekend",La nuit,Je n'ai pas de preference,Oui,Oui,,"Anime - Manga,Comedie,Dramatique,Sitcom","Game of Thrones,Friends,House of Cards,Rich and Morty,Lost",-1,2,-1,-1,-1,-1,-1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,En couple",Entre 30min et 40min,,Je ne connais pas,Moins de 5E,23,homme,2A,Argentin,L'ours,"Latino,Americaine,British,Francaise,Chinois",,"VO,VOSTFR,VOSTEN"
Oui,Entre 1h et 3h,"En semaine,Le weekend","En soiree,La nuit",Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Oui,,"Action - Aventure,Anime - Manga,Dramatique,SF - Fantastique","Game of Thrones,Les Simpsons,Le Bureau des Legendes,Stranger Things,Lost",0,1,1,-1,0,2,1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal,chaines gratuites,Sur support physique","Seul,En famille",Entre 40min et 1h,,Proposent une large gamme de films et des series en illimite et sans publicite,Entre de 5E et 10E,22,homme,2A,Francais,Le requin,"Americaine,British,Francaise",Amelie,"VOSTFR,VOSTEN"
Oui,Entre 1h et 3h,En semaine,En soiree,Je n'ai pas de preference,Non,,Oui,"Comedie,Dramatique","Friends,Grey's Anatomy,Le Bureau des Legendes,Downtown Abbey,Un Dos Tres",1,-2,1,1,-1,0,-2,"En telechargement ou streaming illegal,chaines gratuites",Seul,Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Le prix est trop eleve,Adaptees a mes besoins",Moins de 5E,24,femme,Ancien eleve,Francais,Le requin,"Americaine,Francaise",Antoine,VOSTFR
Oui,Entre 1h et 3h,"En semaine,Le weekend",La nuit,Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Comedie,Dramatique,Dessins animes,Policier,SF - Fantastique","Game of Thrones,Friends,Les Simpsons,Le Bureau des Legendes,Rich and Morty",2,1,1,1,-2,-2,-2,"En telechargement ou streaming illegal,chaines gratuites","Seul,Entre amis",Entre 30min et 40min,,Je ne connais pas,Moins de 5E,21,homme,2A,Francais,Le requin,"Americaine,Francaise",Amelie,VO
Oui,Entre 1h et 3h,"En semaine,Le weekend",En soiree,Ne regarder que les series completement terminees,Oui,Oui,,"Dramatique,Policier","House of Cards,Le Bureau des Legendes,Downtown Abbey,Prison Break,Lost",1,-2,-2,0,-1,1,-1,"En telechargement ou streaming illegal,chaines gratuites",Seul,Entre 40min et 1h,,Je prefere acceder au contenu illegalement et gratuitement,Entre de 5E et 10E,24,femme,3A,Francais,Le requin,"Americaine,British",Amelie,VOSTFR
Oui,Entre 3h et 6h,"En semaine,Le weekend","La journee,En soiree",Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Comedie,Policier","Game of Thrones,Grey's Anatomy,House of Cards,Un Dos Tres,Prison Break",1,-1,1,0,0,0,0,"En telechargement ou streaming illegal","Seul,En couple,Entre amis,En famille",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins,Je prefere acceder au contenu illegalement et gratuitement",Moins de 5E,20,femme,1A,Francais,L'ours,"Americaine,British",Amelie,"VO,VOSTFR,VOSTEN"
Oui,Entre 3h et 6h,"En semaine,Le weekend",La nuit,Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Anime - Manga,Comedie,Dramatique,Sitcom","Game of Thrones,Friends,House of Cards,Vikings,Stranger Things",1,-1,2,0,0,0,0,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,En couple,Entre amis",Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,22,femme,3A,Marocain,L'ours,"Americaine,Japonais",Amelie,VOSTFR
Oui,Moins d'1h,"En semaine,Le weekend","En soiree,La nuit",Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Oui,,"Action - Aventure,Comedie,Dramatique","Game of Thrones,Friends,House of Cards,Rich and Morty,Serie de Fourier",2,0,1,1,-1,0,-2,"En telechargement ou streaming illegal","Seul,En couple,Entre amis,En famille",Entre 20min et 30min,,Je prefere acceder au contenu illegalement et gratuitement,Je ne souhaite pas payer pour ce genre de service,20,homme,1A,Francais,L'ours,"Americaine,British",Anis,"VOSTFR,VOSTEN"
Oui,Entre 1h et 3h,"En semaine,Le weekend",En soiree,Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,SF - Fantastique","Game of Thrones,Friends,Les Simpsons,Twin Peaks,Serie de Fourier",2,0,0,1,-2,0,0,"En telechargement ou streaming illegal","Seul,En couple,Entre amis,En famille",Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Pas adaptees a mes besoins",Moins de 5E,22,homme,3A,Finlandais,Le requin,Americaine,Anis,"VO,VOSTFR"
Oui,Entre 3h et 6h,"En semaine,Le weekend",En soiree,Je n'ai pas de preference,Oui,Oui,,"Comedie,Dramatique,SF - Fantastique","Game of Thrones,House of Cards,Vikings,Stranger Things,Dragon Ball",2,1,1,-1,-2,-2,-2,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,En famille",Entre 40min et 1h,,Je prefere acceder au contenu illegalement et gratuitement,Entre de 5E et 10E,21,homme,1A,Francais,L'ours,Americaine,Ahmed,VOSTFR
Oui,Moins d'1h,"En semaine,Le weekend","La journee,En soiree,La nuit",Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Comedie,SF - Fantastique,Sitcom","Game of Thrones,Friends,Rich and Morty,Dragon Ball,Serie de Fourier",2,2,2,2,-2,2,-2,"En telechargement ou streaming illegal,Sur support physique","Seul,Entre amis,En famille",Entre 1h et 1h30,,Je ne connais pas,Moins de 5E,20,homme,1A,Francais,Le requin,"Americaine,Francaise",Amelie,"VO,VOSTFR,VOSTEN,VF"
Oui,Entre 1h et 3h,"En semaine,Le weekend","En soiree,La nuit",Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Policier","Grey's Anatomy,Les Simpsons,Le Bureau des Legendes,Rich and Morty,Stranger Things",1,0,1,-1,-1,-1,0,"En telechargement ou streaming illegal","Seul,Entre amis",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Je prefere acceder au contenu illegalement et gratuitement",Entre de 5E et 10E,21,homme,1A,Francais,Le requin,"Americaine,British,Francaise",Amelie,"VOSTFR,VF"
Oui,Moins d'1h,En semaine,La nuit,Regarder une serie en cours de diffusion,Non,,Non,"Action - Aventure,Horreur - Epouvante","Game of Thrones,House of Cards,Vikings,Dragon Ball,Prison Break",-1,-1,-1,1,0,1,-1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal",Seul,Entre 20min et 30min,,"Le prix est trop eleve,Pas adaptees a mes besoins,Je prefere acceder au contenu illegalement et gratuitement",Moins de 5E,23,homme,3A,Ivoirien,Le requin,"Americaine,Africaine",Amelie,"VO,VOSTFR,VOSTEN,VF"
Oui,Plus de 10h #jen'aipasdevie,"En semaine,Le weekend","En soiree,La nuit",Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Oui,,Dramatique,"Friends,My Love from another Star,Les Simpsons,House of Cards,Vikings",1,0,-2,1,0,0,0,"En telechargement ou streaming illegal",Seul,Entre 1h et 1h30,,Je prefere acceder au contenu illegalement et gratuitement,Entre de 5E et 10E,20,femme,1A,Francais,L'ours,"Americaine,British,Turque,Coreen",Amelie,VOSTEN
Oui,Plus de 10h #jen'aipasdevie,"En semaine,Le weekend",En soiree,Ne regarder que les series completement terminees,Oui,Oui,,"Action - Aventure,Dramatique,SF - Fantastique","Game of Thrones,Les Simpsons,Vikings,Rich and Morty,Serie de Fourier",1,1,-1,-2,-2,-2,-2,"En telechargement ou streaming illegal",Seul,Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Pas adaptees a mes besoins,Je prefere acceder au contenu illegalement et gratuitement",Entre de 5E et 10E,22,homme,3A,Francais,L'ours,Americaine,Ahmed,VO
Oui,Entre 1h et 3h,"En semaine,Le weekend",En soiree,Je n'ai pas de preference,Oui,Oui,,"Policier,SF - Fantastique","Game of Thrones,Friends,Grey's Anatomy,Hana Yori Dango,My Love from another Star",2,-2,-2,1,-2,-2,-2,"En telechargement ou streaming illegal,chaines gratuites,Sur support physique","Seul,En couple,En famille",Entre 1h et 1h30,,"Pas adaptees a mes besoins,Je prefere acceder au contenu illegalement et gratuitement",Je ne souhaite pas payer pour ce genre de service,61,homme,Enseignant/Chercheur,Francais,L'ours,"Americaine,Francaise",Amelie,VF
Oui,Entre 6h et 10h,"En semaine,Le weekend",La nuit,Attendre la sortie de la saison entiere avant de commencer le visionnage,Non,,Oui,"Action - Aventure,Anime - Manga,Comedie,Policier","House of Cards,Dragon Ball,Prison Break,Lost,Serie de Fourier",1,1,0,0,-1,0,-1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal",Seul,Entre 40min et 1h,,Je prefere acceder au contenu illegalement et gratuitement,Entre de 5E et 10E,22,homme,3A,Marocain,L'ours,"Americaine,British",Amelie,"VO,VOSTFR"
Oui,Entre 6h et 10h,"En semaine,Le weekend","La journee,En soiree",Je n'ai pas de preference,Non,,Non,"Action - Aventure,Comedie,Policier","Game of Thrones,House of Cards,Downtown Abbey,Prison Break,Lost",2,1,-2,0,0,-2,-2,"En telechargement ou streaming illegal,chaines gratuites,Sur support physique",Seul,Entre 40min et 1h,,Le prix est trop eleve,Moins de 5E,22,femme,2A,Francais,Le requin,"Americaine,British,Francaise",Anis,"VO,VOSTFR,VOSTEN,VF"
Oui,Entre 1h et 3h,En semaine,En soiree,Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Romantique,SF - Fantastique","Game of Thrones,My Love from another Star,House of Cards,Vikings,Downtown Abbey",2,0,1,1,-1,-2,-1,"En telechargement ou streaming illegal","Seul,En couple",Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Je prefere acceder au contenu illegalement et gratuitement",Moins de 5E,22,femme,3A,Francais,L'ours,"Americaine,British,Chinois,taiwanais",Anis,VOSTFR
Oui,Entre 3h et 6h,"En semaine,Le weekend",En soiree,Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Oui,,"Action - Aventure,Comedie,Horreur - Epouvante,Policier,SF - Fantastique","Game of Thrones,Les Simpsons,House of Cards,Vikings,Downtown Abbey",1,0,1,0,-2,1,0,"En telechargement ou streaming illegal,Sur support physique",En couple,Entre 40min et 1h,,Le prix est trop eleve,Je ne souhaite pas payer pour ce genre de service,46,homme,Personnel de l'ecole,Francais,L'ours,"Americaine,British",Amelie,VOSTFR
Oui,Entre 6h et 10h,"En semaine,Le weekend","En soiree,La nuit",Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Anime - Manga,Comedie,Dessins animes,Policier,SF - Fantastique","Game of Thrones,Les Simpsons,Vikings,Downtown Abbey,Rich and Morty",2,-1,1,0,-1,-1,0,"En telechargement ou streaming illegal","Seul,En couple",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Le prix est trop eleve,Je prefere acceder au contenu illegalement et gratuitement",Je ne souhaite pas payer pour ce genre de service,20,femme,2A,Francais,L'ours,"Americaine,British,Japonais",Edouard,VO
Oui,Entre 6h et 10h,"En semaine,Le weekend","En soiree,La nuit",Ne regarder que les series completement terminees,Oui,Oui,,"Action - Aventure,Comedie,Policier","Grey's Anatomy,House of Cards,Vikings,Stranger Things,Prison Break",1,-2,-1,1,0,-2,-2,"Des plateformes de visionnage payantes,chaines gratuites",Seul,Entre 30min et 40min,,Le prix est trop eleve,Entre de 5E et 10E,23,femme,Ancien eleve,Francais,L'ours,"Americaine,British",Antoine,VO
Oui,Entre 1h et 3h,Le weekend,La nuit,Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Dessins animes,SF - Fantastique","Game of Thrones,Rich and Morty,Stranger Things,Dragon Ball,Serie de Fourier",1,1,2,0,1,2,2,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,En couple",Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre 10E et 20E,25,homme,3A,Francais,Le requin,Americaine,Anis,VOSTEN
Oui,Entre 3h et 6h,"En semaine,Le weekend","La journee,En soiree",Regarder une serie en cours de diffusion,Non,,Non,"Anime - Manga,Comedie,SF - Fantastique","Friends,My Love from another Star,Les Simpsons,Stranger Things,Serie de Fourier",1,0,-1,-1,-1,-2,-2,"En telechargement ou streaming illegal,chaines gratuites",Seul,Entre 30min et 40min,,Je prefere acceder au contenu illegalement et gratuitement,Je ne souhaite pas payer pour ce genre de service,29,femme,Personnel de l'ecole,Francais,L'ours,"Americaine,Japonais",Amelie,VOSTFR
Oui,Entre 3h et 6h,"En semaine,Le weekend",En soiree,Je n'ai pas de preference,Non,,Non,"Action - Aventure,Policier,SF - Fantastique","Game of Thrones,Le Bureau des Legendes,Vikings,Downtown Abbey,Stranger Things",1,0,1,0,-1,-1,-1,"En telechargement ou streaming illegal","Seul,En famille",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Le prix est trop eleve,Pas adaptees a mes besoins,Je prefere acceder au contenu illegalement et gratuitement",Je ne souhaite pas payer pour ce genre de service,20,femme,1A,Francais,L'ours,"Latino,Americaine,British,Francaise",Edouard,VOSTFR
Oui,Moins d'1h,Le weekend,En soiree,Je n'ai pas de preference,Non,,Oui,Action - Aventure,"Game of Thrones,Les Simpsons,Vikings,The Wire,Rich and Morty",1,-1,1,-2,-2,-2,1,"En telechargement ou streaming illegal",Entre amis,Entre 30min et 40min,,Je prefere acceder au contenu illegalement et gratuitement,Moins de 5E,22,femme,2A,Francais,Le requin,Americaine,Ahmed,VO
Oui,Entre 6h et 10h,"En semaine,Le weekend","En soiree,La nuit",Regarder une serie en cours de diffusion,Non,,Oui,"Action - Aventure,Dramatique","Game of Thrones,Le Bureau des Legendes,Stranger Things,The Sopranos,Lost",1,1,1,-1,0,1,-1,"En telechargement ou streaming illegal","Seul,Entre amis,En famille",Entre 40min et 1h,,Je prefere acceder au contenu illegalement et gratuitement,Je ne souhaite pas payer pour ce genre de service,34,homme,Ancien eleve,Francais,Le requin,"Americaine,Francaise",Amelie,"VO,VOSTFR"
Oui,Moins d'1h,Le weekend,"La journee,En soiree,La nuit",Je n'ai pas de preference,Non,,Non,SF - Fantastique,"Grey's Anatomy,House of Cards,Prison Break,Twin Peaks,Lost",0,-2,0,-1,-1,-2,-2,"En telechargement ou streaming illegal",En couple,Entre 30min et 40min,,Je prefere acceder au contenu illegalement et gratuitement,Entre 10E et 20E,21,femme,3A,Francais,Le requin,Americaine,Anis,VF
Oui,Entre 1h et 3h,"En semaine,Le weekend","La journee,En soiree,La nuit",Je n'ai pas de preference,Non,,Non,"Action - Aventure,Dramatique,Horreur - Epouvante,SF - Fantastique","Game of Thrones,Grey's Anatomy,House of Cards,Vikings,Downtown Abbey",2,-2,2,0,1,-1,2,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal,chaines gratuites,chaines payantes","Seul,Entre amis",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,20,homme,1A,Malien,Le requin,"Americaine,British",,VF
Non,,,,,,,,,,,,,,,,,,,,Non,Je prefere acceder au contenu illegalement et gratuitement,Je ne souhaite pas payer pour ce genre de service,20,homme,1A,Francais,Le requin,,Amelie,
Oui,Entre 3h et 6h,"En semaine,Le weekend","En soiree,La nuit",Ne regarder que les series completement terminees,Oui,Oui,,"Action - Aventure,Anime - Manga,Comedie,Dramatique,Dessins animes,Policier,SF - Fantastique,Sitcom","Game of Thrones,Friends,House of Cards,Dragon Ball,The Sopranos",2,1,2,2,1,2,2,"Des plateformes de visionnage payantes,Sur support physique",Seul,Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Plus de 20E,28,homme,Master,Indien,L'ours,"Americaine,British,Francaise",Amelie,"VO,VOSTEN"
Oui,Moins d'1h,Le weekend,En soiree,Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Sitcom","Game of Thrones,Friends,House of Cards,Dragon Ball,Prison Break",2,2,2,1,-1,-1,-1,chaines gratuites,En famille,Entre 30min et 40min,,Je ne connais pas,Je ne souhaite pas payer pour ce genre de service,23,homme,Master,Francais,Le requin,Americaine,Edouard,"VO,VF"
